quote_date,expire_date,dte,v,psi,p,c,v_tilde
2023-12-29,2024-01-12,14.0,0.010658389675727816,-0.26699963718295777,0.9141822438143449,0.27812845229239536,0.008518829774518722
2023-12-29,2024-01-16,18.0,0.009792691111849303,-0.2750800761269109,0.9201925571654409,0.28263829732186485,0.007680456372371415
2023-12-29,2024-01-17,19.0,0.010769411515917902,-0.3040716210480323,0.8740655540278289,0.2659223204253359,0.007704603461721137
2023-12-29,2024-01-18,20.0,0.010243286591808462,-0.3040715182574256,0.8740652585522819,0.2659222305309994,0.007328205558678812
2023-12-29,2024-01-19,21.0,0.00980173336065288,-0.2739280267426364,0.8762784524419371,0.26532133603405983,0.007664377035377185
2023-12-29,2024-01-22,24.0,0.009884349425285469,-0.2854777907872552,0.8692753420058874,0.26450748852414824,0.007437115172984979
2023-12-29,2024-01-23,25.0,0.010169214512579364,-0.3040509697130086,0.8740061909720899,0.2659042600390675,0.007275213248263163
2023-12-29,2024-01-24,26.0,0.010514848830222209,-0.2891048713949389,0.8773808920648181,0.2669409631933851,0.00785936718314356
2023-12-29,2024-01-26,28.0,0.0110163286156521,-0.27395093044285024,0.8914158736759817,0.26766998609509207,0.008355645731296867
2023-12-29,2024-01-29,31.0,0.010591231186365863,-0.3040201335445473,0.8739175512214374,0.26587729262447624,0.007577130499818981
2023-12-29,2024-01-31,33.0,0.0105188585835758,-0.26204598025476084,0.8817831925683369,0.2797579978124895,0.008448972173108863
2023-12-29,2024-02-02,35.0,0.012035027471449971,-0.2924362353632532,0.8726121308835538,0.26573606021345053,0.00892447386558336
2023-12-29,2024-02-05,38.0,0.011615945322659447,-0.2853545808965962,0.8782568801288547,0.2960700316914511,0.008943166878119224
2023-12-29,2024-02-09,42.0,0.013021515266297938,-0.3030039023355896,0.8741078291396575,0.2660660548610011,0.009349778255458074
2023-12-29,2024-02-12,45.0,0.012224041932416406,-0.3039279056574232,0.8736524386174459,0.2657966357921568,0.008745268545965901
2023-12-29,2024-02-16,49.0,0.01278473690688506,-0.2643093677871349,0.8365587325841037,0.3022036659932787,0.00969260277699158
2023-12-29,2024-02-29,62.0,0.012673742984463292,-0.24106950479703596,0.8578553842090275,0.31018784685112394,0.01018497030764996
2023-12-29,2024-03-15,76.96,0.013289487349247784,-0.2508954845785539,0.8565558795371131,0.30719916537824465,0.010113928708272626
2023-12-29,2024-03-28,89.96,0.014338299968119281,-0.2844280201914406,0.8717310765624298,0.30356920770584034,0.010863394330703257
2023-12-29,2024-04-19,111.96,0.01457707305110184,-0.2718724844891234,0.9629492716515415,0.2966072314927184,0.010860016432871536
2023-12-29,2024-04-30,122.96,0.015208107842827178,-0.273819618867491,0.9334861487649438,0.2894506929141211,0.011992068150210868
2023-12-29,2024-05-17,139.96,0.016089541203497062,-0.30062688077657,0.8951827391815586,0.2879378251870258,0.01153213675024463
2023-12-29,2024-05-31,153.96,0.016478403806283008,-0.2696583609088266,0.9297033479851236,0.29579741565802214,0.01315339057020303
2023-12-29,2024-06-21,174.96,0.01812357568536409,-0.2860828745737675,0.9467395940542137,0.32634093727967584,0.01324610883291645
2023-12-29,2024-06-28,181.96,0.01788160249240938,-0.29728275777477364,0.8883500006151727,0.28162924930785094,0.013013386600631052
2023-12-29,2024-07-19,202.96,0.017993405428094595,-0.3093379852241316,0.9575389844154276,0.2875002789946951,0.013006961518746954
2023-12-29,2024-08-16,230.96,0.01857867023746265,-0.32661114129431273,0.9522918597970355,0.297674207991654,0.012933030085855272
2023-12-29,2024-09-20,265.96,0.019910285980052466,-0.3019669806409905,0.8789459871758858,0.27331182108888025,0.014288266187281583
2023-12-29,2024-09-30,275.96,0.020598642599925433,-0.3072537226553816,0.8886818915357325,0.27088143293521794,0.014681343021686914
2023-12-29,2024-10-18,293.96,0.020365428486147027,-0.3149982282895579,0.9432745179374317,0.2860055921785015,0.014520126189850466
2023-12-29,2024-11-15,322.0,0.021630922242101714,-0.3087506703093217,0.922130283132575,0.28791804520297903,0.01509821510527482
2023-12-29,2024-12-20,357.0,0.023019850336778697,-0.3261145206948311,0.8785429992487629,0.2714990248009998,0.01586783680256315
2023-12-29,2025-01-17,385.0,0.02274680432563607,-0.332635216269492,0.8743693405709116,0.29664398576531836,0.014972029145361254
2023-12-29,2025-03-21,447.96,0.02333630125591504,-0.3459709789783681,0.8836793763660314,0.30534283419660835,0.015544595874538552
2023-12-29,2025-06-20,538.96,0.025351941524046573,-0.34837221887232034,0.812767083136044,0.8100623733172224,0.013475919230066974
