quote_date,expire_date,dte,a,b,rho,m,sigma
2023-12-29,2024-01-12,14.0,0.00014730745057993995,0.011580485256818901,-0.5697920544053595,0.008502982289952324,0.015688969303063637
2023-12-29,2024-01-16,18.0,0.0001661800250603591,0.01214246711651736,-0.5911279549652823,0.003706323300060215,0.020549201453425946
2023-12-29,2024-01-17,19.0,0.00018929629216193891,0.013082483577399714,-0.5697936241979986,0.012208157212472788,0.017607277656986504
2023-12-29,2024-01-18,20.0,0.00018972230807772132,0.01309765143084336,-0.5697934803056269,0.012179681493383103,0.01763108033305316
2023-12-29,2024-01-19,21.0,0.00021640904478872962,0.013137657112889016,-0.5696358033312324,0.009314671078667994,0.019017345725852935
2023-12-29,2024-01-22,24.0,0.00023936674574825115,0.01400014014170697,-0.5696330076042373,0.011799268719978004,0.01956615185346151
2023-12-29,2024-01-23,25.0,0.0002351927614352566,0.014581480575784997,-0.5697936241979986,0.013608821944302902,0.019627393585087825
2023-12-29,2024-01-24,26.0,0.00028271800633278136,0.015215638638289484,-0.5697373161462425,0.011292313989881326,0.021373518044868443
2023-12-29,2024-01-26,28.0,0.00030364858450390015,0.016071780714944334,-0.5683559335216661,0.01314696990845902,0.0221430142172717
2023-12-29,2024-01-29,31.0,0.00033124769056978084,0.016631724307073544,-0.5697121189073979,0.013950430343826752,0.022057874073839315
2023-12-29,2024-01-31,33.0,0.000308457567858114,0.01814140307444148,-0.5652538994279882,0.009019835506651638,0.02980676736630299
2023-12-29,2024-02-02,35.0,0.0003942064006707445,0.01892783685308559,-0.5640232314338683,0.015835158810303958,0.026554981953419408
2023-12-29,2024-02-05,38.0,0.00043915747828326545,0.019288036397904888,-0.5697782321196535,0.016751679552043618,0.025921904544799576
2023-12-29,2024-02-09,42.0,0.0005089857530394224,0.021392633021330425,-0.569320261947899,0.019838157423845402,0.02879500438230048
2023-12-29,2024-02-12,45.0,0.00053313647482187,0.02147607278387344,-0.5697813039456561,0.019118605060300657,0.028882452501936103
2023-12-29,2024-02-16,49.0,0.0006805368046551604,0.02394466280413697,-0.550815494223468,0.018050183283027023,0.03391431886442159
2023-12-29,2024-02-29,62.0,0.0007894371264945406,0.026240728867585425,-0.5141338183105406,0.013981154421475173,0.04214778663947451
2023-12-29,2024-03-15,76.96,0.0012106048939661523,0.02978431036706531,-0.5443836031684514,0.02003256429361909,0.03944795060773005
2023-12-29,2024-03-28,89.96,0.001457624549929284,0.033692903506749916,-0.531988458517104,0.02601866756793459,0.04186873738777651
2023-12-29,2024-04-19,111.96,0.0014032626409581919,0.03882330537867595,-0.5510430564937651,0.030243646696355476,0.0581679450362022
2023-12-29,2024-04-30,122.96,0.0017715168690936596,0.04176259674515645,-0.5553904994667057,0.027093455563310873,0.05779722452018919
2023-12-29,2024-05-17,139.96,0.0015540186239825005,0.0462311333123532,-0.5611147991282461,0.0344995312119855,0.0712980585285658
2023-12-29,2024-05-31,153.96,0.0023966368055729735,0.04639873820811213,-0.5697936241979986,0.04358070570827078,0.06285449741005705
2023-12-29,2024-06-21,174.96,0.0024936377476812467,0.05316203645592064,-0.5390609422722656,0.04853120276863741,0.07517011712255363
2023-12-29,2024-06-28,181.96,0.0029067216853743806,0.05294017972433826,-0.5510753045478463,0.04848176528334425,0.07176921429193256
2023-12-29,2024-07-19,202.96,0.0026748633017133466,0.06049816737647293,-0.5652729141611488,0.04641211101690235,0.08202270774624883
2023-12-29,2024-08-16,230.96,0.00319307024284835,0.06640190084451554,-0.5704760583837832,0.04753288415600484,0.08787138282712768
2023-12-29,2024-09-20,265.96,0.004668349859371778,0.0682093524335327,-0.5719510878073005,0.058686072858885587,0.09057469760833456
2023-12-29,2024-09-30,275.96,0.005088262616034264,0.07019880857815752,-0.5700979156583234,0.06069514370405793,0.09292632201979126
2023-12-29,2024-10-18,293.96,0.004967486931648049,0.07562687425026964,-0.5630440086918668,0.06273148183734564,0.09402954159748081
2023-12-29,2024-11-15,322.0,0.004438838300602316,0.08126947546758129,-0.5618778471672702,0.07879501833468684,0.10995410574577336
2023-12-29,2024-12-20,357.0,0.006042483584277074,0.08381465174131361,-0.5835758779231285,0.08422813650771364,0.11526984390400483
2023-12-29,2025-01-17,385.0,0.004065243969716432,0.09086692556924435,-0.5304698715512044,0.10006929312201963,0.1336447814380274
2023-12-29,2025-03-21,447.96,0.008996312963315732,0.09864140886009193,-0.5299848985135389,0.09503944060212303,0.11229189402591636
2023-12-29,2025-06-20,538.96,0.008215364591161341,0.11583355189209532,-0.3411838491629473,0.1623219340213976,0.11132229637605062
