quote_date,expire_date,dte,v,psi,p,c,v_tilde
2023-12-29,2024-01-12,14.0,0.010691058926762101,-0.29916988809168804,0.8977200754575871,0.2460238655800624,0.007733173923617559
2023-12-29,2024-01-16,18.0,0.009050522646622166,-0.22088494125869415,0.9145035422691546,0.2349999145903017,0.007450779591761926
2023-12-29,2024-01-17,19.0,0.010769411513002924,-0.31483386060128393,0.8673740098210684,0.2377062968519904,0.007272962849835912
2023-12-29,2024-01-18,20.0,0.010243498283152718,-0.3146135117119282,0.8678471353570136,0.23783605959172616,0.006925770901587764
2023-12-29,2024-01-19,21.0,0.00980841820696756,-0.27914754418662063,0.8680687389726106,0.2380078899247571,0.0073304968895695115
2023-12-29,2024-01-22,24.0,0.009936339898687583,-0.29742515853289697,0.8597221133389329,0.2357213555151583,0.007064402438378044
2023-12-29,2024-01-23,25.0,0.01016921450982684,-0.3148124783377578,0.8673151012283957,0.23769015278581088,0.0068676286770807905
2023-12-29,2024-01-24,26.0,0.010506676980187446,-0.28834698310548673,0.8730602914540471,0.23930453860228268,0.0077209536481008135
2023-12-29,2024-01-26,28.0,0.010918935553595894,-0.2995609381603213,0.8709353028127312,0.23969945068622592,0.007775264005906931
2023-12-29,2024-01-29,31.0,0.010567404414021141,-0.306512341299818,0.8714424464440896,0.23887891241839956,0.007450119743466541
2023-12-29,2024-01-31,33.0,0.010683486221145703,-0.24950867845847235,0.9136684581478318,0.2537695638647324,0.008345452434366341
2023-12-29,2024-02-02,35.0,0.01197688320499551,-0.3005388616484932,0.8735438014764976,0.24350329081719982,0.008439386685537247
2023-12-29,2024-02-05,38.0,0.011704548287261288,-0.30736326440581746,0.8673684571771426,0.2377156106608283,0.008164881504098474
2023-12-29,2024-02-09,42.0,0.013023896993950323,-0.3140615707191693,0.8672157044114461,0.2379961831035033,0.008824395519448632
2023-12-29,2024-02-12,45.0,0.012255481126121502,-0.3098825252902082,0.867299332400499,0.2376945036460078,0.008458929197277225
2023-12-29,2024-02-16,49.0,0.013695121435497802,-0.2849828378100363,0.8660327295588385,0.250841241309608,0.010118022128794604
2023-12-29,2024-02-29,62.0,0.012617878008487128,-0.23493506218287885,0.85821792052162,0.27539115701581096,0.010232095786239051
2023-12-29,2024-03-15,76.96,0.013531760389625001,-0.27801153006409085,0.8611513446171215,0.2540526019287843,0.010415869451161618
2023-12-29,2024-03-28,89.96,0.01454510016440959,-0.29819399931808627,0.8620992799173197,0.26336517789170727,0.01076060060422664
2023-12-29,2024-04-19,111.96,0.014981927592015899,-0.289884507565502,0.8882751289304862,0.257115548925344,0.010718331837652115
2023-12-29,2024-04-30,122.96,0.015037382223115596,-0.28746822957409296,0.9126522360213333,0.26088230251963485,0.011217090544250862
2023-12-29,2024-05-17,139.96,0.015936190415955814,-0.2947221210190518,0.9232548352957669,0.25955995297134654,0.011168020356770881
2023-12-29,2024-05-31,153.96,0.016826654907559982,-0.3138104114401435,0.86455438552446,0.2369335708508979,0.011363632625787622
2023-12-29,2024-06-21,174.96,0.018027011365644066,-0.3092408128662384,0.8801822512301818,0.2636090400109343,0.012224039519879696
2023-12-29,2024-06-28,181.96,0.01786542577245274,-0.3115738699406126,0.8701018205216774,0.25183187021595016,0.012190499808854727
2023-12-29,2024-07-19,202.96,0.017918402050735905,-0.32054152915618256,0.9486889801589643,0.2634817174568949,0.012171859955758646
2023-12-29,2024-08-16,230.96,0.018375553926914798,-0.32214336295338203,0.9670961599106731,0.2645000236133677,0.01261964517222189
2023-12-29,2024-09-20,265.96,0.01965167022264834,-0.31798510720079937,0.8960278146777821,0.24399215366314472,0.013361724802006049
2023-12-29,2024-09-30,275.96,0.020248258855447534,-0.3168542005418813,0.8908118802327226,0.24390955509790874,0.013818665509759891
2023-12-29,2024-10-18,293.96,0.020098984908979014,-0.33228534184315744,0.9291003159353471,0.25973417723151393,0.013465044704055473
2023-12-29,2024-11-15,322.0,0.021571720389579222,-0.3370855555844248,0.9201330431894668,0.25810640089802545,0.013410695974409878
2023-12-29,2024-12-20,357.0,0.022623834753031386,-0.33061592734926437,0.8922530407010593,0.2346308088701476,0.014199243255398565
2023-12-29,2025-01-17,385.0,0.02280985599198271,-0.33093868872487325,0.896572501394237,0.27505788226763533,0.013613709222440219
2023-12-29,2025-03-21,447.96,0.023202523740604195,-0.3437184602644559,0.8943460888830362,0.27474530509338885,0.01498375204842598
2023-12-29,2025-06-20,538.96,0.025348485271380505,-0.34901862149547136,0.802998709434385,0.39444891854823405,0.013772483005153085
